sentiment,content
worry,hoping i didn t fail english that would just be sad
worry,know what would be great for my shoulder to stop hurting so i can sleep normal again i just want need a few solid hours of good sleep
neutral,leno s last show was tonight i like him better than conan
sadness,i m sorry about your bad driving experiences
neutral,i don t have any of that
sadness,already misses
hate,plan may changes nooooooo
hate,my sister is a douchebag
surprise,there s relisting fees when you don t complete a sale that sucks
neutral,random has an a
worry,i knew i should ve worn the sars mask on the plane from socal feeling the beginnings of a sore throat
sadness,gutted that the bathroom still isn t free early work isn t going to happen and i need the loo
neutral,july too long
worry,awww i wish i could have been there i m stuck here about to jab out my eyes with knitting needles
surprise,me too wonder if mnet will show it
neutral,wearing glasses gives me a headache
enthusiasm,stop talkin about food haha fill like sum nw hha hows your day goin or starting
worry,finished sewing for the night uploading pictures from slidebar and beach i cant believe i am having difficulties with twitter
sadness,thank you cant wait ummm btw ima crash still sick
sadness,first my work computer now my home laptop is fucked
worry,liesgirlstell a guy calls her phone to see if the number is real ohh my phone isn t working try tomorrow
worry,beer friday melbourne cbd mtub mini cmon thirsty and lonely you buggers are making me feel like a scotty no mates
worry,i know we came back from   down in the  st just to lose the lead in the last   minutes
worry,gosh summer vacation is almost over here at the philippines kinda sad i wonder what section will i be in
neutral,but is on page   at ms twitterworld only   votes
worry,i m bummed that i can t wear my sweet nike kicks to work
worry,your twitter is broken
neutral,sleep good night tweeties down to oc tomorrow i hope and pray that rachyl gets better soon
sadness,it s depressing i m stuck inside all day
worry,i even saw the news feeds of the archie website but can t believe he d choose veronica i m disappointed
sadness,i hate being sick i miss lucyowns and
neutral,im eating sliders at barjohnnys theyre pork tho not beef still on the search
happiness,getting ready for school second maths test today also its my last day of  rd year next week i will officially be in  th year
sadness,woke up i wanna stay in my bed
worry,depressed that i wasn t included in the morcom gardens quiz on facebook
worry,yeah its still totally in the high  s here soooo notlooking forward to aug and sept up here
sadness,upsidedown tomato plants died
boredom,so deep its priecing my soul
worry,oh come on you get next week off and i get next week full of exams
neutral,friday here at last not much fun when your skint though
worry,i know don t tell anyone i dont know if my dad told the famz yet i think i m taking it online
sadness,caan t iht be earlier icant wait that long ahar
happiness,friday yay and a bonus don t have to drive to wales tonight athough will miss kitten cuddles and going for a ride
worry,my children have promised me birthday brekkie in bed there s a problem with that in that there s bugger all food in the house
worry,woops i only just realized my dms to you are not going through
neutral,i don t think i will be able to get out of bed tomorrow morning we will seeeee
surprise,i cant use my blackberry today this sucks
enthusiasm,q what studio created open season should google it or look at the dvd downstairs but feeling lazy
neutral,the times they are a changing
sadness,why do you hate me
hate,time for tv in bed then spending all day catching up on studying i hate online summer classes
neutral,video is not available to us foreigners
sadness,wanted to visit the animals but we were too late
worry,pc i agree we have a problem we must stop spending and only work
sadness,jonaswebcast i just missed it
hate,dang it i really look like crap sigh only had  mins to shower and  mins to get ready
neutral,waiting to get picked up
sadness,so exhausted can t sleep i don t like these nights
sadness,i m gonna miss all the live comet action tomorrow i have to go take care of my cousins and they don t have access to the interwebz
surprise,lol i cant drink
surprise,if bill compton has wii why can t he have twitter
sadness,sorry to hear that
worry,morning sports day today and i have to do the three legged race with mr pettigrew said i m not aloud to trip her up
sadness,just found out i can t drink at this bar booo missing e  at palomino s no cheers sad face
worry,cannot sleep   hours of tossing and turning
worry,omg going to die of swine flu when i go to melbourne
anger,packing i don t like it
neutral,dang it so its not certain are you okay
neutral,wishes dave gilmour and roger waters would re unite for a pink floyd concert
sadness,finished a whole box of ice cream
neutral,in   horse town   blown out car speakers
neutral,someone make me a cofffeeeeeee
worry,plus i just deposited tax return cheque but for first time in   years it didn t clear immediately
love,photo martwo omg i love you i accadentally deleted this photo yay hes so beautiful
worry,i knooww my hot water bottle iss in whangamata without me ahhhhh
neutral,my nose is stuffy
